brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
48733.0,for_sale,134000.0,,,1.4,1924883.0,Hadley,Massachusetts,1035.0,,
107912.0,for_sale,129000.0,,,6.24,1978265.0,Conway,Massachusetts,1341.0,,
53016.0,for_sale,125000.0,,,2.3,1901674.0,Ludlow,Massachusetts,1056.0,,
48688.0,for_sale,129900.0,,,1.04,1952908.0,Ludlow,Massachusetts,1056.0,,
16607.0,for_sale,69500.0,,,0.71,1922471.0,Erving,Massachusetts,1344.0,,
22188.0,for_sale,106000.0,,,0.18,1964372.0,Shutesbury,Massachusetts,1072.0,,
46730.0,for_sale,80000.0,,,0.23,1892005.0,Belchertown,Massachusetts,1007.0,,
46730.0,for_sale,80000.0,,,0.23,1892004.0,Belchertown,Massachusetts,1007.0,,
46730.0,for_sale,80000.0,,,0.23,1892006.0,Belchertown,Massachusetts,1007.0,,
46730.0,for_sale,80000.0,,,0.24,1891992.0,Belchertown,Massachusetts,1007.0,,
46730.0,for_sale,80000.0,,,0.25,1892001.0,Belchertown,Massachusetts,1007.0,,
46730.0,for_sale,80000.0,,,0.24,1892002.0,Belchertown,Massachusetts,1007.0,,
79346.0,for_sale,85000.0,,,0.94,1883651.0,Belchertown,Massachusetts,1007.0,,
46730.0,for_sale,80000.0,,,0.27,1892000.0,Belchertown,Massachusetts,1007.0,,
46730.0,for_sale,80000.0,,,0.28,1891999.0,Belchertown,Massachusetts,1007.0,,
46730.0,for_sale,80000.0,,,0.28,1891998.0,Belchertown,Massachusetts,1007.0,,
30212.0,for_sale,106000.0,,,0.92,1876623.0,Granby,Massachusetts,1033.0,,
53016.0,for_sale,175000.0,,,0.91,1033340.0,Southampton,Massachusetts,1073.0,,
53016.0,for_sale,175000.0,,,0.68,1033339.0,Southampton,Massachusetts,1073.0,,
53016.0,for_sale,100000.0,,,0.94,849204.0,Belchertown,Massachusetts,1007.0,,2021-11-05
23538.0,for_sale,44000.0,,,12.28,1921957.0,Greenfield,Massachusetts,1301.0,,
23538.0,for_sale,49000.0,,,14.16,1921956.0,Greenfield,Massachusetts,1301.0,,
61494.0,for_sale,62500.0,,,9.14,1956843.0,Montague,Massachusetts,1351.0,,
61494.0,for_sale,399900.0,9.0,6.0,0.1,1530739.0,Montague,Massachusetts,1376.0,4081.0,
736.0,for_sale,1495000.0,9.0,13.0,28.0,956920.0,Hadley,Massachusetts,1035.0,9386.0,
71852.0,for_sale,59900.0,,,3.17,1934841.0,Westhampton,Massachusetts,1027.0,,
58796.0,for_sale,1395000.0,6.0,5.0,3.81,161104.0,Northampton,Massachusetts,1062.0,6361.0,
53310.0,for_sale,20000.0,,,0.25,86685.0,Orange,Massachusetts,1364.0,,
45186.0,for_sale,275000.0,,,103.0,1884810.0,Wendell,Massachusetts,1379.0,,
87168.0,for_sale,47000.0,,,0.94,1844563.0,Granby,Massachusetts,1033.0,,
61569.0,for_sale,120000.0,,,11.04,1539547.0,Williamsburg,Massachusetts,1096.0,,
27510.0,for_sale,165000.0,,,1.86,1649191.0,Northampton,Massachusetts,1062.0,,
14627.0,for_sale,95000.0,,,5.8,1996157.0,New Salem,Massachusetts,1355.0,,
41997.0,for_sale,1025000.0,10.0,6.0,0.1,1011825.0,Northampton,Massachusetts,1060.0,8504.0,
56787.0,for_sale,725000.0,,,101.4,1852504.0,Athol,Massachusetts,1331.0,,
48733.0,for_sale,625000.0,,,64.76,1951154.0,Ware,Massachusetts,1082.0,,
8147.0,for_sale,240000.0,,,3.67,1902912.0,Chicopee,Massachusetts,1013.0,,
99299.0,for_sale,155000.0,,,4.3,1892305.0,Montague,Massachusetts,1351.0,,
53016.0,for_sale,275000.0,,,4.03,1033343.0,Southampton,Massachusetts,1073.0,,
30212.0,for_sale,106000.0,,,1.97,1876621.0,Granby,Massachusetts,1033.0,,
14000.0,for_sale,178000.0,,,2.44,1861445.0,Granby,Massachusetts,1033.0,,
12108.0,for_sale,105000.0,,,2.35,785490.0,Ludlow,Massachusetts,1056.0,,
30212.0,for_sale,106000.0,,,0.93,1876626.0,Granby,Massachusetts,1033.0,,
30212.0,for_sale,106000.0,,,0.92,1876622.0,Granby,Massachusetts,1033.0,,
27510.0,for_sale,95000.0,,,3.55,1470855.0,Gill,Massachusetts,1354.0,,1992-01-06
48733.0,for_sale,140000.0,,,2.19,1858124.0,Hadley,Massachusetts,1035.0,,
37775.0,for_sale,135000.0,,,1.34,1858198.0,Ludlow,Massachusetts,1069.0,,
53310.0,for_sale,149900.0,,,0.57,1855847.0,Orange,Massachusetts,1364.0,,
27688.0,for_sale,160000.0,,,0.17,1938127.0,Northampton,Massachusetts,1060.0,,
53016.0,for_sale,300000.0,,,0.68,1033338.0,Southampton,Massachusetts,1073.0,,
48733.0,for_sale,129000.0,,,2.02,1880340.0,Montague,Massachusetts,1351.0,,
30212.0,for_sale,100000.0,,,0.34,1949994.0,South Hadley,Massachusetts,1075.0,,
37427.0,for_sale,159900.0,,,1.12,1996265.0,Hatfield,Massachusetts,1088.0,,
30212.0,for_sale,174900.0,3.0,2.0,0.25,883580.0,Holyoke,Massachusetts,1040.0,1637.0,2002-06-26
48733.0,for_sale,180000.0,,,91.12,1870470.0,Leverett,Massachusetts,1054.0,,
11863.0,for_sale,175000.0,5.0,2.0,0.13,551292.0,Holyoke,Massachusetts,1040.0,1924.0,2001-10-15
53310.0,for_sale,160000.0,5.0,2.0,1.27,1281347.0,Orange,Massachusetts,1364.0,1495.0,2011-04-29
23538.0,for_sale,58999.0,,,1.34,1920356.0,Greenfield,Massachusetts,1301.0,,
37775.0,for_sale,149900.0,,,16.28,1945066.0,Granby,Massachusetts,1033.0,,
736.0,for_sale,389900.0,2.0,2.0,6.0,600843.0,Leverett,Massachusetts,1054.0,1779.0,1997-05-29
22188.0,for_sale,70000.0,,,2.09,1991566.0,Shutesbury,Massachusetts,1072.0,,
22188.0,for_sale,560000.0,6.0,4.0,0.27,1641487.0,Holyoke,Massachusetts,1040.0,5743.0,
53016.0,for_sale,300000.0,3.0,1.0,0.69,1033347.0,Southampton,Massachusetts,1073.0,1200.0,2000-07-10
89242.0,for_sale,225000.0,4.0,2.0,0.73,518808.0,Holyoke,Massachusetts,1040.0,2548.0,
53016.0,for_sale,1675000.0,6.0,8.0,4.49,1619713.0,Northampton,Massachusetts,1060.0,8600.0,
86265.0,for_sale,279000.0,4.0,3.0,0.24,1395697.0,Holyoke,Massachusetts,1040.0,2115.0,
16607.0,for_sale,40000.0,,,0.37,1918133.0,Orange,Massachusetts,1364.0,,
48733.0,for_sale,880000.0,4.0,3.0,5.52,893377.0,Shutesbury,Massachusetts,1072.0,4500.0,
17792.0,for_sale,175000.0,,,17.41,1996366.0,Northampton,Massachusetts,1060.0,,
67832.0,for_sale,84900.0,,,1.13,1999953.0,Ludlow,Massachusetts,1056.0,,
36448.0,for_sale,69900.0,,,1.57,1880269.0,New Salem,Massachusetts,1355.0,,
7554.0,for_sale,239900.0,4.0,2.0,0.11,1229027.0,Holyoke,Massachusetts,1040.0,1989.0,1992-07-10
22188.0,for_sale,299900.0,1.0,2.0,0.53,1427712.0,Greenfield,Massachusetts,1301.0,3792.0,2008-09-24
22700.0,for_sale,564900.0,4.0,6.0,2.0,398834.0,Granby,Massachusetts,1033.0,2648.0,
12856.0,for_sale,299900.0,3.0,2.0,0.22,1141614.0,Easthampton,Massachusetts,1027.0,2037.0,2008-11-20
38461.0,for_sale,249900.0,4.0,2.0,0.14,436558.0,Holyoke,Massachusetts,1040.0,1668.0,
30212.0,for_sale,759000.0,5.0,2.0,1.85,1532119.0,South Hadley,Massachusetts,1075.0,4510.0,2005-02-01
30212.0,for_sale,575000.0,4.0,2.0,0.4,21909.0,Hadley,Massachusetts,1035.0,2856.0,
40300.0,for_sale,77500.0,,,0.29,1336521.0,Greenfield,Massachusetts,1301.0,,2013-08-02
97152.0,for_sale,109500.0,,,1.34,1063893.0,Southampton,Massachusetts,1073.0,,
56787.0,for_sale,545000.0,,,268.5,1916859.0,Ashfield,Massachusetts,1330.0,,
27510.0,for_sale,299000.0,1.0,1.0,,794153.0,Northampton,Massachusetts,1060.0,773.0,2019-07-09
8147.0,for_sale,395000.0,2.0,1.0,,1309460.0,Easthampton,Massachusetts,1027.0,768.0,
8147.0,for_sale,395000.0,2.0,1.0,,1309461.0,Easthampton,Massachusetts,1027.0,909.0,
